Roll No,Gender,District,Rank,Apt_BAR,p1,p2,QuotaGroup,QuotaType,phaseNo,valid,amount,admitted,year
1208,Male,Taplejung,2024,,28,,Open,Open,1,1,500,1,2080
1216,Male,Taplejung,462,,12,,Open,Open,1,1,500,0,2080
4416,Male,Taplejung,5331,,1,,Reserved Quota,,1,0,500,0,2080
3744,Male,Terhathum,1721,,6,,Open,Open,1,1,500,1,2080
2624,Male,Terhathum,2337,,27,28,Open,Open,1,1,1000,1,2080
2715,Female,Udayapur,1797,1,12,4,Open,Female Quota,1,1,1500,0,2080
7022,Female,Udayapur,1707,1,4,,Open,Female Quota,1,1,1000,0,2080
3648,Female,Udayapur,388,,11,7,Open,Female Quota,1,1,1500,1,2080
4453,Female,Udayapur,6521,,2,10,Open,Female Quota,1,1,1500,0,2080
4087,Male,Udayapur,2358,,27,28,Open,Open,1,1,2000,0,2080
372,Male,Udayapur,3457,,6,,Open,Open,1,1,500,0,2080
5648,Male,Udayapur,3255,,6,10,Open,Open,1,1,1500,0,2080
3611,Male,Udayapur,858,,11,5,Reserved Quota,,1,0,1000,1,2080
3611,Male,Udayapur,858,,8,6,Open,Open,1,1,1000,1,2080
640,Male,Udayapur,1208,,1,2,Open,Open,1,1,1000,0,2080
4225,Male,Udayapur,7,,11,,Open,Open,1,1,500,1,2080
2517,Male,Udayapur,359,,7,8,Open,Open,1,1,1000,1,2080
8338,Male,Udayapur,1844,,12,2,Open,Open,1,1,1000,0,2080
1178,Male,Udayapur,533,,1,5,Open,Open,1,1,2000,1,2080
1460,Male,Udayapur,2458,,6,,Open,Open,1,1,500,0,2080
7637,Male,Udayapur,899,,29,,Open,Open,1,1,500,1,2080
7637,Male,Udayapur,899,,7,,Open,Open,2,1,500,1,2080
640,Male,Udayapur,1208,,2,,Open,Open,2,1,500,0,2080
7637,Male,Udayapur,899,,7,,Open,Open,3,1,500,1,2080
5072,Female,,5754,,12,,Foreign,Foreign Quota,1,1,5000,1,2080
2394,Female,,6716,1,4,2,Foreign,Foreign Quota,1,1,5000,1,2080
4090,Male,,6037,,12,8,Foreign,Foreign Quota,1,1,5000,1,2080
2605,Male,,1754,,12,,Foreign,Foreign Quota,1,1,5000,1,2080
1548,Female,Achham,840,,1,12,Open,Female Quota,1,1,1500,0,2081
683,Male,Achham,739,,9,27,Open,Open,1,1,1000,0,2081
8,Male,Achham,2645,,2,,Open,Open,1,1,500,0,2081
3716,Male,Achham,2341,,9,10,Open,Open,1,1,1000,0,2081
5527,Male,Achham,2310,,6,,Open,Open,1,1,500,0,2081
4288,Male,Achham,2805,,1,,Reserved Quota,,1,0,500,0,2081
1325,Male,Achham,289,,1,2,Open,Open,1,1,1000,1,2081
4468,Male,Achham,614,,29,27,Open,Open,1,1,1500,0,2081
7783,Male,Achham,1558,,2,,Open,Open,1,1,500,0,2081
3751,Male,Achham,583,,2,,Open,Open,1,1,500,1,2081
3751,Male,Achham,583,,11,1,Reserved Quota,,1,0,1000,1,2081
9298,Male,Achham,1572,,12,,Open,Open,1,1,500,0,2081
9184,Male,Achham,5537,,1,,Reserved Quota,,1,0,500,0,2081
9184,Male,Achham,5537,,2,28,Open,Open,1,1,1500,0,2081
1916,Female,Arghakhanchi,2692,,2,,Open,Female Quota,1,1,500,0,2081
5286,Female,Arghakhanchi,933,,2,,Open,Female Quota,1,1,500,0,2081
7850,Female,Arghakhanchi,1712,,2,,Open,Female Quota,1,1,500,0,2081
1323,Female,Arghakhanchi,1214,,28,27,Open,Female Quota,1,1,1000,1,2081
1154,Female,Arghakhanchi,1339,,11,12,Open,Female Quota,1,1,3000,0,2081
8328,Female,Arghakhanchi,1030,,2,,Open,Female Quota,1,1,500,0,2081
1274,Female,Arghakhanchi,2829,,6,10,Open,Female Quota,1,1,3000,0,2081
8103,Female,Arghakhanchi,186,,11,7,Open,Female Quota,1,1,1500,1,2081
1154,Female,Arghakhanchi,1339,,1,2,Open,Female Quota,2,1,1000,0,2081
4066,Male,Arghakhanchi,76,,11,12,Open,Open,1,1,1000,1,2081
547,Male,Arghakhanchi,32,,7,27,Open,Open,1,1,1000,1,2081
606,Male,Arghakhanchi,126,,1,12,Open,Open,1,1,1000,1,2081
3423,Male,Arghakhanchi,758,,9,,Open,Open,1,1,500,0,2081
2493,Male,Arghakhanchi,252,,1,,Open,Open,1,1,500,1,2081
1854,Male,Arghakhanchi,74,,11,12,Open,Open,1,1,1000,1,2081
3314,Male,Arghakhanchi,1276,,2,,Open,Open,1,1,500,0,2081
2374,Male,Arghakhanchi,15,,11,,Open,Open,1,1,500,1,2081
2778,Male,Arghakhanchi,176,,1,5,Open,Open,1,1,1500,1,2081
7588,Male,Arghakhanchi,256,,12,1,Open,Open,1,1,2000,1,2081
1322,Male,Arghakhanchi,233,,7,1,Open,Open,1,1,2000,1,2081
8876,Male,Arghakhanchi,1682,,28,,Open,Open,1,1,500,1,2081
7197,Male,Arghakhanchi,1176,,2,,Open,Open,1,1,500,0,2081
1033,Male,Arghakhanchi,635,,12,2,Open,Open,1,1,1000,1,2081
9366,Male,Arghakhanchi,366,,12,,Open,Open,1,1,500,0,2081
5369,Male,Arghakhanchi,740,,7,1,Open,Open,1,1,2000,1,2081
1828,Male,Arghakhanchi,992,,2,,Open,Open,1,1,500,0,2081
340,Male,Arghakhanchi,1951,,10,6,Open,Open,1,1,2000,0,2081
9344,Male,Arghakhanchi,5039,,10,6,Open,Open,1,1,1500,0,2081
3191,Male,Arghakhanchi,1024,,27,,Open,Open,1,1,500,0,2081
1360,Male,Arghakhanchi,785,,12,,Open,Open,1,1,500,0,2081
7142,Male,Arghakhanchi,2266,,6,,Open,Open,1,1,500,1,2081
7142,Male,Arghakhanchi,2266,,5,,Reserved Quota,,1,0,500,1,2081
9104,Male,Arghakhanchi,432,,1,,Open,Open,1,1,500,0,2081
1183,Male,Arghakhanchi,1230,,2,10,Open,Open,1,1,1000,0,2081
1173,Male,Arghakhanchi,1361,,2,,Open,Open,1,1,500,0,2081
386,Male,Arghakhanchi,475,,7,8,Open,Open,1,1,2000,1,2081
7446,Male,Arghakhanchi,1684,,6,30,Open,Open,1,1,1000,0,2081
2423,Male,Arghakhanchi,1987,,1,2,Open,Open,1,1,1000,0,2081
1183,Male,Arghakhanchi,1230,,2,,Open,Open,2,1,500,0,2081
1173,Male,Arghakhanchi,1361,,2,,Open,Open,2,1,500,0,2081
9344,Male,Arghakhanchi,5039,,10,8,Open,Open,2,1,1000,0,2081
7142,Male,Arghakhanchi,2266,,6,2,Open,Open,2,1,1000,1,2081
5369,Male,Arghakhanchi,740,,1,,Open,Open,2,1,500,1,2081
507,Female,Baglung,1874,,1,2,Open,Female Quota,1,1,1000,0,2081
6546,Female,Baglung,1347,,12,8,Open,Female Quota,1,1,1000,0,2081
2388,Male,Baglung,1195,,6,,Open,Open,1,1,500,0,2081
3807,Male,Baglung,1185,,8,6,Open,Open,1,1,1000,1,2081
1744,Male,Baglung,385,,1,2,Open,Open,1,1,1000,1,2081
506,Male,Baglung,1130,,28,,Open,Open,1,1,500,0,2081
758,Male,Baglung,2396,1,1,3,Reserved Quota,,1,0,1500,0,2081
3942,Male,Baglung,410,,12,7,Open,Open,1,1,1500,1,2081
3942,Male,Baglung,410,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,1,2081
6571,Male,Baglung,161,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,1,500,1,2081
6571,Male,Baglung,161,,1,,Open,Open,1,1,500,1,2081
8453,Male,Baglung,3082,,1,5,Reserved Quota,Others,1,1,1000,1,2081
613,Male,Baglung,1260,,10,2,Open,Open,1,1,1000,1,2081
1727,Male,Baglung,1118,,5,6,Open,Open,1,1,1500,1,2081
201,Male,Baglung,3016,,28,,Open,Open,1,1,500,0,2081
3942,Male,Baglung,410,,12,,Open,Open,2,1,500,1,2081
1140,Male,Baitadi,1394,,12,6,Open,Open,1,1,1000,0,2081
3931,Male,Baitadi,1003,,10,6,Open,Open,1,1,1500,1,2081
483,Male,Baitadi,1970,,27,28,Open,Open,1,1,2000,1,2081
661,Male,Baitadi,564,,1,2,Open,Open,1,1,1000,1,2081
5302,Male,Baitadi,352,,7,,Open,Open,1,1,500,0,2081
3057,Male,Baitadi,42,,11,12,Open,Open,1,1,1000,1,2081
5083,Male,Baitadi,314,,1,2,Open,Open,1,1,1000,1,2081
2657,Male,Baitadi,3091,,28,10,Open,Open,1,1,1000,0,2081
2223,Male,Baitadi,13,,11,,Open,Open,1,1,500,1,2081
4951,Male,Baitadi,238,,1,,Open,Open,1,1,500,1,2081
1257,Male,Baitadi,247,,1,5,Open,Open,1,1,1000,1,2081
5483,Male,Baitadi,682,,1,,Reserved Quota,,1,0,500,0,2081
4833,Male,Baitadi,719,,5,,Open,Open,1,1,500,0,2081
2198,Male,Baitadi,1267,,6,10,Open,Open,1,1,1000,1,2081
3442,Male,Baitadi,4111,,30,,Open,Open,1,1,500,0,2081
360,Male,Baitadi,115,,12,,Open,Open,1,1,500,1,2081
1735,Male,Baitadi,778,,2,,Open,Open,1,1,500,0,2081
7320,Male,Baitadi,2428,,27,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2081
7320,Male,Baitadi,2428,,1,,Reserved Quota,,1,0,500,0,2081
5083,Male,Baitadi,314,,1,,Open,Open,2,1,500,1,2081
2657,Male,Baitadi,3091,,28,30,Open,Open,2,1,1000,0,2081
7320,Male,Baitadi,2428,,2,8,Open,Open,2,1,1500,0,2081
1735,Male,Baitadi,778,,2,6,Open,Open,2,1,1000,0,2081
2799,Female,Bajhang,1371,,11,12,Open,Female Quota,1,1,1000,0,2081
8804,Female,Bajhang,4108,,1,,Reserved Quota,,1,0,500,0,2081
9029,Female,Bajhang,5912,,1,5,Reserved Quota,,1,0,1000,0,2081
2799,Female,Bajhang,1371,,12,,Open,Female Quota,2,1,500,0,2081
3866,Male,Bajhang,793,,2,5,Open,Open,1,1,1500,0,2081
7861,Male,Bajhang,1150,,2,10,Open,Open,1,1,1000,0,2081
8702,Male,Bajhang,869,,6,,Open,Open,1,1,500,0,2081
8118,Male,Bajhang,292,,12,7,Open,Open,1,1,1500,1,2081
3506,Male,Bajhang,1776,,1,11,Reserved Quota,,1,0,1500,0,2081
4473,Male,Bajhang,4484,1,30,4,Open,Open,1,1,1500,0,2081
7182,Male,Bajhang,1103,,12,,Open,Open,1,1,500,0,2081
8802,Male,Bajura,2271,,27,28,Open,Open,1,1,1000,0,2081
6627,Male,Bajura,5734,,10,27,Open,Open,1,1,1000,0,2081
7323,Male,Bajura,5412,,10,,Open,Open,1,1,500,0,2081
5493,Male,Bajura,637,,27,28,Open,Open,1,1,1000,1,2081
5493,Male,Bajura,637,,27,,Open,Open,2,1,500,1,2081
2003,Female,Banke,3307,1,4,7,Open,Female Quota,1,1,2000,0,2081
615,Female,Banke,1918,1,3,4,Open,Female Quota,1,1,1500,1,2081
4688,Female,Banke,1079,,2,,Open,Female Quota,1,1,500,0,2081
8494,Female,Banke,5378,,28,,Open,Female Quota,1,1,500,0,2081
2796,Female,Banke,3704,,8,2,Open,Female Quota,1,1,1000,0,2081
1361,Female,Banke,398,1,3,,Open,Female Quota,1,1,1000,1,2081
615,Female,Banke,1918,1,4,,Open,Female Quota,2,1,500,1,2081
167,Male,Banke,107,,11,12,Open,Open,1,1,1500,1,2081
2145,Male,Banke,6,,11,,Open,Open,1,1,500,1,2081
8520,Male,Banke,551,,8,,Open,Open,1,1,500,0,2081
3815,Male,Banke,1099,,12,,Open,Open,1,1,500,0,2081
4559,Male,Banke,317,1,3,4,Open,Open,1,1,1500,1,2081
1490,Male,Banke,1551,,12,8,Open,Open,1,1,2000,0,2081
1365,Male,Banke,1931,,10,,Open,Open,1,1,500,0,2081
43,Male,Banke,251,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,1,2081
43,Male,Banke,251,,11,12,Open,Open,1,1,1000,1,2081
58,Male,Banke,119,,12,,Open,Open,1,1,500,1,2081
4114,Male,Banke,569,,1,2,Open,Open,1,1,1000,1,2081
1320,Male,Banke,2595,,28,,Open,Open,1,1,500,0,2081
7365,Male,Banke,3117,1,4,2,Open,Open,1,1,2000,0,2081
4310,Male,Banke,1366,,12,8,Open,Open,1,1,1500,0,2081
43,Male,Banke,251,,12,8,Open,Open,2,1,1000,1,2081
638,Female,Bara,857,,5,27,Open,Female Quota,1,1,1000,1,2081
9295,Female,Bara,3095,,28,,Open,Female Quota,1,1,500,0,2081
540,Female,Bara,473,,11,12,Open,Female Quota,1,1,2000,1,2081
2691,Female,Bara,5516,,2,,Open,Female Quota,1,1,500,0,2081
4623,Female,Bara,5044,,11,7,Reserved Quota,Female,1,1,3500,1,2081
4623,Female,Bara,5044,,11,7,Open,Female Quota,1,1,2500,1,2081
1630,Female,Bara,386,,11,12,Open,Female Quota,1,1,1000,1,2081
6948,Female,Bara,1450,,5,,Reserved Quota,Female,1,1,500,0,2081
638,Female,Bara,857,,29,28,Open,Female Quota,2,1,1000,1,2081
3554,Female,Bara,867,,8,,Open,Female Quota,2,1,500,0,2081
1002,Male,Bara,1471,1,2,4,Open,Open,1,1,1500,1,2081
1924,Male,Bara,26,,1,,Open,Open,1,1,500,1,2081
6330,Male,Bara,577,,27,,Open,Open,1,1,500,1,2081
3,Male,Bara,699,,1,2,Open,Open,1,1,1000,1,2081
1834,Male,Bara,846,,5,,Open,Open,1,1,500,0,2081
532,Male,Bara,2655,,1,5,Reserved Quota,,1,0,1500,0,2081
1792,Male,Bara,1061,,5,,Open,Open,1,1,500,0,2081
7996,Male,Bara,166,,27,,Open,Open,1,1,500,1,2081
6318,Male,Bara,839,,1,2,Open,Open,1,1,1000,0,2081
5216,Male,Bara,1854,,1,5,Reserved Quota,Tharu,1,1,1500,1,2081
1210,Male,Bara,332,,11,7,Reserved Quota,Tharu,1,1,1000,1,2081
7584,Male,Bara,1786,,6,28,Open,Open,1,1,1000,1,2081
3808,Male,Bara,218,,27,7,Open,Open,1,1,3000,1,2081
4583,Male,Bara,160,,1,,Open,Open,1,1,500,1,2081
3305,Male,Bara,849,,2,,Open,Open,1,1,500,0,2081
2502,Male,Bara,3638,,11,1,Reserved Quota,Tharu,1,1,1500,1,2081
2711,Male,Bara,3392,,6,,Open,Open,1,1,500,0,2081
7841,Male,Bara,1640,,12,,Open,Open,1,1,500,0,2081
5595,Male,Bara,3691,,2,,Open,Open,1,1,500,0,2081
1134,Male,Bara,5286,,2,,Open,Open,1,1,500,0,2081
2064,Male,Bara,1818,,11,12,Open,Open,1,1,2000,0,2081
1446,Male,Bara,2578,,11,,Open,Open,1,1,500,0,2081
3,Male,Bara,699,,1,,Open,Open,2,1,500,1,2081
2781,Male,Bara,1669,,5,,Open,Open,2,1,500,0,2081
2711,Male,Bara,3392,,6,,Open,Open,2,1,500,0,2081
6503,Male,Bara,5263,,28,30,Open,Open,2,1,1000,0,2081
6318,Male,Bara,839,,2,,Open,Open,2,1,500,0,2081
6330,Male,Bara,577,,29,27,Open,Open,2,1,1000,1,2081
3808,Male,Bara,218,,12,,Open,Open,2,1,500,1,2081
7612,Female,Bardiya,2910,,28,30,Open,Female Quota,1,1,1000,0,2081
7840,Female,Bardiya,908,,2,,Open,Female Quota,2,1,500,0,2081
4929,Male,Bardiya,3254,,11,1,Reserved Quota,,1,0,2000,0,2081
2612,Male,Bardiya,1728,,6,2,Open,Open,1,1,1000,0,2081
2177,Male,Bardiya,770,1,3,,Open,Open,1,1,1000,1,2081
4163,Male,Bardiya,409,,5,,Open,Open,1,1,500,1,2081
7175,Male,Bardiya,1734,,6,,Open,Open,1,1,500,1,2081
4044,Male,Bardiya,601,,12,7,Open,Open,1,1,1500,0,2081
4389,Male,Bardiya,2893,,6,,Open,Open,1,1,500,0,2081
2615,Male,Bardiya,1994,,9,10,Open,Open,1,1,2000,0,2081
2615,Male,Bardiya,1994,,9,7,Reserved Quota,,1,0,1000,0,2081
1466,Male,Bardiya,278,,7,1,Open,Open,1,1,2000,1,2081
1505,Male,Bardiya,351,,7,5,Open,Open,1,1,2500,1,2081
148,Male,Bardiya,415,,8,,Open,Open,1,1,500,1,2081
3530,Male,Bardiya,1197,,9,27,Open,Open,1,1,1500,1,2081
1697,Male,Bardiya,881,,1,9,Reserved Quota,,1,0,1000,1,2081
1697,Male,Bardiya,881,,29,,Open,Open,1,1,500,1,2081
4793,Male,Bardiya,5553,,12,28,Open,Open,1,1,3000,0,2081
4793,Male,Bardiya,5553,,27,11,Reserved Quota,,1,0,2500,0,2081
3524,Male,Bardiya,3019,,11,7,Reserved Quota,Tharu,1,1,1000,1,2081
5019,Male,Bardiya,6239,,6,,Open,Open,1,1,500,0,2081
4050,Male,Bardiya,3426,,29,30,Open,Open,1,1,1500,0,2081
3930,Male,Bardiya,6393,,30,,Open,Open,1,1,500,0,2081
2924,Male,Bardiya,2320,,28,,Open,Open,1,1,500,0,2081
3530,Male,Bardiya,1197,,9,,Open,Open,3,1,500,1,2081
3388,Female,Bhaktapur,2527,,9,10,Open,Female Quota,1,1,2000,0,2081
3811,Female,Bhaktapur,1506,,1,2,Open,Female Quota,1,1,1000,0,2081
927,Female,Bhaktapur,1575,1,3,4,Open,Female Quota,1,1,2500,1,2081
8165,Female,Bhaktapur,4467,,2,,Open,Female Quota,1,1,500,0,2081
7780,Female,Bhaktapur,829,,1,2,Open,Female Quota,1,1,2000,1,2081
3973,Female,Bhaktapur,2277,1,12,4,Open,Female Quota,1,1,3000,0,2081
407,Female,Bhaktapur,1642,,10,,Open,Female Quota,1,1,500,0,2081
5097,Female,Bhaktapur,2507,,28,,Open,Female Quota,1,1,500,0,2081
412,Female,Bhaktapur,2855,1,3,4,Open,Female Quota,1,1,1500,0,2081
3790,Female,Bhaktapur,1319,,12,,Open,Female Quota,1,1,500,0,2081
7997,Female,Bhaktapur,2538,,3,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,1000,0,2081
7997,Female,Bhaktapur,2538,,4,28,Open,Female Quota,1,1,1500,0,2081
4883,Female,Bhaktapur,5023,,12,,Open,Female Quota,1,1,500,0,2081
165,Female,Bhaktapur,466,,1,2,Open,Female Quota,1,1,2000,1,2081
3832,Female,Bhaktapur,1077,,12,7,Open,Female Quota,1,1,2500,1,2081
5067,Female,Bhaktapur,5607,1,3,4,Open,Female Quota,1,1,1500,0,2081
3219,Female,Bhaktapur,2469,,12,,Open,Female Quota,1,1,500,0,2081
4014,Female,Bhaktapur,3514,,2,4,Open,Female Quota,1,1,1500,0,2081
6602,Female,Bhaktapur,3441,,2,28,Open,Female Quota,1,1,1000,0,2081
82,Female,Bhaktapur,3399,,7,8,Open,Female Quota,1,1,1500,0,2081
6757,Female,Bhaktapur,3262,1,4,,Open,Female Quota,1,1,1000,0,2081
3388,Female,Bhaktapur,2527,,10,,Open,Female Quota,2,1,500,0,2081
3890,Female,Bhaktapur,6207,,1,2,Open,Female Quota,2,1,2000,0,2081
7780,Female,Bhaktapur,829,,12,2,Open,Female Quota,2,1,1000,1,2081
5097,Female,Bhaktapur,2507,,28,,Open,Female Quota,2,1,500,0,2081
3832,Female,Bhaktapur,1077,,8,5,Open,Female Quota,2,1,1000,1,2081
5989,Male,Bhaktapur,777,,2,,Open,Open,1,1,500,0,2081
525,Male,Bhaktapur,2574,,11,,Reserved Quota,,1,0,500,0,2081
997,Male,Bhaktapur,470,,2,,Open,Open,1,1,500,1,2081
486,Male,Bhaktapur,646,,12,7,Open,Open,1,1,1500,0,2081
3667,Male,Bhaktapur,1231,,2,,Open,Open,1,1,500,0,2081
446,Male,Bhaktapur,3104,,28,,Open,Open,1,1,500,0,2081
6112,Male,Bhaktapur,3942,1,4,28,Open,Open,1,1,1500,0,2081
2259,Male,Bhaktapur,493,,12,,Open,Open,1,1,500,0,2081
6074,Male,Bhaktapur,362,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2081
2947,Male,Bhaktapur,204,,11,12,Open,Open,1,1,1000,1,2081
2297,Male,Bhaktapur,1626,,2,,Open,Open,1,1,500,0,2081
7006,Male,Bhaktapur,837,1,3,4,Open,Open,1,1,1500,1,2081
966,Male,Bhaktapur,545,,11,12,Open,Open,1,1,2000,0,2081
966,Male,Bhaktapur,545,,7,,Reserved Quota,,1,0,500,0,2081
6537,Male,Bhaktapur,1157,,11,12,Open,Open,1,1,1000,0,2081
6533,Male,Bhaktapur,3143,,12,10,Open,Open,1,1,1000,0,2081
128,Male,Bhaktapur,4349,,10,,Open,Open,1,1,500,0,2081
6102,Male,Bhaktapur,112,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,1,500,1,2081
6102,Male,Bhaktapur,112,,11,12,Open,Open,1,1,2000,1,2081
169,Male,Bhaktapur,1519,,5,6,Open,Open,1,1,1500,1,2081
1983,Male,Bhaktapur,1216,,2,,Open,Open,1,1,500,0,2081
5732,Male,Bhaktapur,658,,2,,Open,Open,1,1,500,1,2081
7088,Male,Bhaktapur,3370,,12,,Open,Open,1,1,500,0,2081
1049,Male,Bhaktapur,2103,,30,,Open,Open,1,1,500,0,2081
486,Male,Bhaktapur,646,,8,,Open,Open,2,1,500,0,2081
3667,Male,Bhaktapur,1231,,2,,Open,Open,2,1,500,0,2081
966,Male,Bhaktapur,545,,12,,Open,Open,2,1,500,0,2081
3048,Female,Bhojpur,641,,5,12,Open,Female Quota,1,1,1500,1,2081
3198,Female,Bhojpur,722,1,3,4,Open,Female Quota,1,1,1500,1,2081
168,Female,Bhojpur,723,1,3,4,Open,Female Quota,1,1,1500,1,2081
168,Female,Bhojpur,723,1,3,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,1,2081
3096,Male,Bhojpur,2965,,1,,Reserved Quota,,1,0,500,0,2081
1389,Male,Bhojpur,931,1,4,,Open,Open,1,1,1000,1,2081
387,Male,Bhojpur,230,,1,5,Open,Open,1,1,1500,1,2081
3727,Male,Bhojpur,39,,11,,Open,Open,1,1,500,0,2081
8466,Male,Bhojpur,4252,1,2,4,Open,Open,1,1,1500,0,2081
1489,Male,Bhojpur,2068,,2,,Open,Open,3,1,500,0,2081
5341,Female,Chitawan,2663,1,4,3,Open,Female Quota,1,1,2500,0,2081
4009,Female,Chitawan,982,,9,5,Open,Female Quota,1,1,1000,0,2081
25,Female,Chitawan,1169,,8,,Open,Female Quota,1,1,500,0,2081
7439,Female,Chitawan,3180,,12,,Open,Female Quota,1,1,500,0,2081
2270,Female,Chitawan,724,,8,5,Open,Female Quota,1,1,1000,1,2081
3497,Female,Chitawan,743,1,3,4,Open,Female Quota,1,1,1500,1,2081
2616,Female,Chitawan,1235,1,4,6,Open,Female Quota,1,1,1500,1,2081
2114,Female,Chitawan,1969,,4,,Open,Female Quota,1,1,1000,0,2081
5793,Female,Chitawan,4801,,28,30,Open,Female Quota,1,1,1000,0,2081
5076,Female,Chitawan,848,1,3,4,Open,Female Quota,1,1,2500,1,2081
914,Female,Chitawan,1220,,2,,Open,Female Quota,1,1,500,0,2081
4428,Female,Chitawan,2804,1,4,,Open,Female Quota,1,1,1000,0,2081
911,Female,Chitawan,2686,,12,,Open,Female Quota,1,1,500,0,2081
1948,Female,Chitawan,5767,1,3,,Open,Female Quota,1,1,1000,0,2081
1908,Female,Chitawan,2803,,28,6,Open,Female Quota,1,1,1500,0,2081
5793,Female,Chitawan,4801,,28,30,Open,Female Quota,2,1,1000,0,2081
25,Female,Chitawan,1169,,8,,Open,Female Quota,2,1,500,0,2081
8644,Female,Chitawan,3643,,2,,Open,Female Quota,2,1,500,0,2081
5,Male,Chitawan,46,,7,,Open,Open,1,1,500,1,2081
1227,Male,Chitawan,746,1,2,10,Open,Open,1,1,2500,1,2081
675,Male,Chitawan,1649,,10,,Open,Open,1,1,500,0,2081
7977,Male,Chitawan,866,,1,,Open,Open,1,1,500,0,2081
218,Male,Chitawan,616,,12,8,Open,Open,1,1,1000,0,2081
47,Male,Chitawan,609,,12,8,Open,Open,1,1,1000,0,2081
1345,Male,Chitawan,5102,,6,27,Open,Open,1,1,1500,0,2081
5556,Male,Chitawan,2641,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2081
3878,Male,Chitawan,1358,,1,2,Open,Open,1,1,1000,0,2081
593,Male,Chitawan,1442,,10,,Open,Open,1,1,500,1,2081
10,Male,Chitawan,441,,12,8,Open,Open,1,1,1000,0,2081
7020,Male,Chitawan,2983,,28,9,Open,Open,1,1,1000,0,2081
1118,Male,Chitawan,983,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2081
1118,Male,Chitawan,983,,11,12,Open,Open,1,1,1000,0,2081
3854,Male,Chitawan,521,,11,12,Open,Open,1,1,1500,0,2081
2296,Male,Chitawan,1646,,8,6,Open,Open,1,1,1000,1,2081
5426,Male,Chitawan,132,,11,12,Open,Open,1,1,1000,1,2081
6065,Male,Chitawan,1760,,1,9,Open,Open,1,1,3000,0,2081
7253,Male,Chitawan,1573,,27,28,Open,Open,1,1,1000,0,2081
1395,Male,Chitawan,1069,,2,,Open,Open,1,1,500,0,2081
1918,Male,Chitawan,335,,7,8,Open,Open,1,1,1500,1,2081
210,Male,Chitawan,174,,11,12,Open,Open,1,1,1500,1,2081
586,Male,Chitawan,7,,11,,Open,Open,1,1,500,1,2081
2093,Male,Chitawan,1385,,6,,Open,Open,1,1,500,0,2081
7,Male,Chitawan,6213,,28,,Open,Open,1,1,500,0,2081
5021,Male,Chitawan,2395,,28,30,Open,Open,1,1,1500,0,2081
1205,Male,Chitawan,608,,1,2,Open,Open,1,1,1000,0,2081
7204,Male,Chitawan,137,,1,,Open,Open,1,1,500,1,2081
851,Male,Chitawan,227,,11,12,Open,Open,1,1,2000,1,2081
5437,Male,Chitawan,65,,7,12,Open,Open,1,1,1000,1,2081
3608,Male,Chitawan,4707,,11,12,Open,Open,1,1,1000,0,2081
2365,Male,Chitawan,1282,,6,,Open,Open,1,1,500,1,2081
523,Male,Chitawan,8,,11,,Open,Open,1,1,500,1,2081
898,Male,Chitawan,334,,11,12,Open,Open,1,1,1000,0,2081
4497,Male,Chitawan,1540,,10,2,Open,Open,1,1,1500,0,2081
5072,Male,Chitawan,2274,,6,,Open,Open,1,1,500,0,2081
5337,Male,Chitawan,3183,,8,10,Open,Open,1,1,1500,0,2081
3270,Male,Chitawan,820,,8,1,Open,Open,1,1,1500,0,2081
4703,Male,Chitawan,3435,,1,2,Open,Open,1,1,1000,0,2081
1782,Male,Chitawan,11,,11,,Open,Open,1,1,500,1,2081
8656,Male,Chitawan,1563,,6,,Open,Open,1,1,500,0,2081
2628,Male,Chitawan,2042,1,4,28,Open,Open,1,1,2000,0,2081
29,Male,Chitawan,2070,,2,8,Open,Open,1,1,1000,0,2081
1118,Male,Chitawan,983,,12,,Government Sponsored,Government Sponsored Quota,1,0,500,0,2081
3023,Male,Chitawan,2220,,12,,Open,Open,1,1,500,0,2081
766,Male,Chitawan,257,,5,,Open,Open,1,1,500,1,2081
6699,Male,Chitawan,4009,,12,,Open,Open,1,1,500,0,2081
5086,Male,Chitawan,414,,12,8,Open,Open,1,1,1000,0,2081
47,Male,Chitawan,609,,8,,Open,Open,2,1,500,0,2081
6065,Male,Chitawan,1760,,27,7,Open,Open,2,1,1500,0,2081
593,Male,Chitawan,1442,,27,5,Open,Open,2,1,2000,1,2081
675,Male,Chitawan,1649,,10,,Open,Open,2,1,500,0,2081
3854,Male,Chitawan,521,,27,,Open,Open,2,1,500,0,2081
1345,Male,Chitawan,5102,,6,28,Open,Open,2,1,1000,0,2081
7020,Male,Chitawan,2983,,28,,Open,Open,2,1,500,0,2081
